stat_id,player_id,date_of_game,stadium_name,rush_yards,num_rushes,rec_yards,num_receptions,points,snaps_played
7663,939,2022-05-03,"Lopez, Patterson and Lin Stadium",6,27,134,4,18,50
7664,1691,2022-01-08,"Kent, Cook and Hernandez Stadium",59,14,61,12,17,68
7665,8358,2022-11-09,"Wilson, Wallace and Clark Stadium",60,6,128,2,14,51
7666,8862,2023-11-15,Wilkerson Group Stadium,139,23,17,4,28,35
7667,2363,2025-11-15,Mueller Inc Stadium,149,6,41,7,3,48
7668,7849,2021-07-30,"Ward, Craig and Cameron Stadium",20,24,72,7,0,51
7669,5381,2020-02-26,Smith-Rojas Stadium,126,14,185,8,14,27
7670,9806,2020-06-02,"Willis, Collins and Francis Stadium",23,19,83,8,12,69
7671,8517,2025-08-04,"Costa, Thomas and Rios Stadium",111,1,59,12,6,80
7672,3766,2020-05-30,Peterson-Rodriguez Stadium,64,14,110,7,12,8
7673,4641,2023-11-08,Gibson Inc Stadium,39,15,173,4,24,53
7674,5314,2025-10-10,"Smith, Terry and Stein Stadium",122,8,86,14,12,69
7675,4809,2025-04-27,Owens Ltd Stadium,75,6,178,6,24,59
7676,5894,2023-03-08,"Williams, Castaneda and Scott Stadium",-4,14,101,1,21,59
7677,907,2025-11-16,Wallace PLC Stadium,126,18,78,9,3,16
7678,316,2020-04-26,Johnson-Nichols Stadium,26,20,39,10,17,28
7679,4074,2021-08-03,Smith and Sons Stadium,135,22,103,4,14,26
7680,4867,2022-01-21,"Silva, May and Martinez Stadium",118,25,184,5,14,3
7681,5702,2022-02-01,Walls LLC Stadium,96,9,153,4,6,1
7682,7023,2023-11-06,"Kline, Rogers and Skinner Stadium",51,8,91,4,12,60
7683,9467,2021-05-30,Mccullough-Rivas Stadium,63,9,187,9,14,18
7684,5339,2024-05-01,"Anderson, Garcia and Underwood Stadium",133,21,45,0,28,76
7685,702,2022-12-27,"Taylor, Reid and Miller Stadium",123,27,124,6,28,33
7686,6694,2026-02-15,Barber Group Stadium,51,12,28,15,18,33
7687,5354,2025-06-28,Price-Copeland Stadium,99,2,190,0,18,37
7688,5869,2025-01-03,Snow-Munoz Stadium,29,27,148,15,24,70
7689,5709,2021-09-20,Cox-Martinez Stadium,113,29,56,11,17,35
7690,504,2024-02-19,Jackson-Bradley Stadium,33,11,119,13,0,50
7691,4531,2021-02-09,Stafford and Sons Stadium,18,6,190,3,3,3
7692,8452,2023-07-07,Scott Group Stadium,18,8,154,7,21,62
7693,340,2024-09-01,"Myers, Rodriguez and Mccormick Stadium",93,20,128,4,3,58
7694,9316,2025-01-12,Boone-Robinson Stadium,131,12,25,13,24,66
7695,3938,2022-09-16,Jones Ltd Stadium,147,5,22,13,3,11
7696,4258,2022-03-16,Walker-Watson Stadium,89,28,99,9,12,59
7697,9101,2020-04-15,Stanley-Smith Stadium,150,30,100,13,21,61
7698,2521,2023-07-11,Walker Inc Stadium,97,11,159,1,14,22
7699,9307,2020-12-27,"Rivera, Tran and Bradford Stadium",103,24,186,1,24,11
7700,9450,2025-06-07,"York, Waters and Ross Stadium",41,4,118,3,18,3
7701,8163,2023-06-26,Anderson-White Stadium,77,22,5,11,6,40
7702,8802,2026-02-18,Reed-Long Stadium,19,14,37,10,12,58
7703,1451,2023-11-09,"Reed, Rogers and Reed Stadium",124,1,156,5,12,69
7704,9862,2023-08-23,Scott-Walker Stadium,21,17,98,9,12,42
7705,6779,2021-05-29,Hutchinson-Aguirre Stadium,122,29,68,4,0,53
7706,285,2023-07-14,"Henderson, Yoder and Delgado Stadium",120,10,178,12,3,54
7707,1400,2021-05-05,"Wilcox, Herrera and Wilson Stadium",69,25,36,1,24,67
7708,5859,2023-06-28,"Hampton, Torres and Hale Stadium",63,25,148,5,3,61
7709,5646,2022-05-07,Austin-Reed Stadium,54,19,166,14,6,18
7710,5287,2022-09-01,Ward and Sons Stadium,35,20,139,9,17,17
7711,6442,2026-04-14,Williams Inc Stadium,119,13,74,2,17,31
7712,2122,2025-04-08,Jefferson PLC Stadium,56,20,74,1,14,51
7713,3287,2023-06-22,"Fitzgerald, Gregory and Yates Stadium",148,21,114,14,28,77
7714,5800,2023-02-02,Harris LLC Stadium,87,10,87,0,21,61
7715,3670,2020-04-19,Wilkins PLC Stadium,27,14,7,7,28,50
7716,4113,2020-04-23,Alvarez and Sons Stadium,128,28,87,5,24,62
7717,7526,2022-03-29,"Carter, Moore and Lee Stadium",113,8,152,6,17,68
7718,7212,2024-09-11,"Campbell, White and Anderson Stadium",58,6,4,5,0,24
7719,7558,2021-11-06,Brooks Inc Stadium,122,4,30,3,24,25
7720,7846,2021-01-19,Wilson and Sons Stadium,108,2,160,8,7,30
7721,4334,2025-10-31,Romero Ltd Stadium,-4,11,116,5,24,23
7722,2550,2021-11-21,"Hill, Brown and Williams Stadium",54,20,149,10,21,10
7723,4734,2020-03-11,"Strong, Whitaker and Conner Stadium",52,5,0,15,21,65
7724,2333,2021-02-18,Carroll Inc Stadium,99,1,66,6,0,33
7725,1814,2020-12-01,Walsh-Graham Stadium,126,14,26,12,0,49
7726,6560,2023-03-22,Monroe and Sons Stadium,30,24,16,4,6,50
7727,3220,2022-08-02,"Carroll, Alvarado and Morris Stadium",54,18,187,4,18,54
7728,7736,2025-04-16,"Thompson, Allen and Smith Stadium",59,23,126,2,28,42
7729,8169,2024-11-22,"Douglas, Combs and Benson Stadium",104,29,111,10,3,71
7730,2744,2020-03-13,Estes-Mason Stadium,104,22,115,14,24,36
7731,4736,2023-07-31,"Mayer, Brown and Kidd Stadium",113,17,76,13,18,5
7732,3067,2022-09-09,Farley Group Stadium,60,22,123,1,18,43
7733,494,2020-07-27,Thomas PLC Stadium,59,12,15,12,6,43
7734,3440,2022-12-14,"Harrison, Byrd and Lang Stadium",91,17,64,7,14,30
7735,2494,2023-03-31,Thomas-Townsend Stadium,68,17,159,13,7,54
7736,6957,2023-01-08,"Weiss, Middleton and Martinez Stadium",141,25,12,11,12,47
7737,5152,2020-06-03,"Kirby, Ortiz and Hernandez Stadium",28,30,146,4,7,42
7738,6748,2025-11-22,Cooper PLC Stadium,144,19,187,0,3,72
7739,9159,2020-09-12,"Hawkins, Flores and Kennedy Stadium",61,7,42,2,21,46
7740,8702,2024-07-25,Gentry-Velasquez Stadium,30,26,62,6,7,4
7741,8960,2024-10-14,Sosa-Kane Stadium,57,1,133,8,18,30
7742,5348,2023-03-09,Spears-Perkins Stadium,79,26,44,3,3,60
7743,5779,2025-05-13,"Thomas, Hernandez and Ryan Stadium",117,12,180,3,24,64
7744,5416,2025-11-10,"Williams, Griffin and Griffin Stadium",74,19,174,4,24,54
7745,2274,2020-03-04,Griffin-Bell Stadium,18,25,114,8,7,71
7746,9831,2021-07-16,Hill-Chaney Stadium,12,0,72,7,17,64
7747,5190,2023-11-14,Blanchard Ltd Stadium,134,3,38,6,7,59
7748,1400,2022-02-28,Ortega LLC Stadium,117,16,199,8,7,64
7749,945,2020-05-14,Price and Sons Stadium,45,18,65,12,3,23
7750,2151,2020-07-16,"Williams, Robinson and May Stadium",12,17,124,3,28,45
7751,4788,2022-12-08,Romero-Ruiz Stadium,56,8,163,13,21,9
7752,4225,2023-08-28,Ray LLC Stadium,29,0,121,3,6,16
7753,5725,2023-07-05,"Wright, Lowe and Johnson Stadium",141,5,31,15,6,38
7754,6828,2023-02-07,"Stevenson, Haynes and Krause Stadium",49,19,199,1,0,55
7755,1431,2025-06-08,Carter PLC Stadium,-1,17,62,8,6,56
7756,7434,2025-03-03,"Oneal, Wright and Chavez Stadium",99,27,4,7,24,21
7757,7756,2020-03-25,Mason Inc Stadium,31,14,87,2,24,39
7758,7894,2024-09-26,Cantrell-Eaton Stadium,-5,12,149,7,28,68
7759,9939,2020-03-26,King-Mcdonald Stadium,121,6,192,9,18,6
7760,1975,2024-07-11,Harrison and Sons Stadium,67,9,149,15,21,9
7761,6420,2025-07-13,Owens-Bean Stadium,146,16,127,4,17,53
7762,7139,2024-06-24,Ross and Sons Stadium,44,13,69,13,14,79
7763,6426,2021-01-10,"Bell, Ford and Johnson Stadium",148,24,36,11,3,7
7764,5130,2023-07-23,Valencia-Beck Stadium,24,3,125,12,3,42
7765,5994,2024-08-04,Fields-Peck Stadium,128,29,168,0,12,63
7766,2616,2020-11-02,"Rios, Villegas and Gibson Stadium",106,13,160,7,28,30
7767,6259,2020-05-26,"Hodge, Green and Cox Stadium",19,20,74,3,17,78
7768,3138,2020-10-25,Chandler PLC Stadium,150,1,3,6,28,51
7769,4246,2021-05-10,Smith-Wilcox Stadium,135,24,154,0,6,71
7770,2007,2021-11-26,"Mills, Carpenter and Evans Stadium",116,19,157,2,14,4
7771,7498,2024-01-09,Brown PLC Stadium,54,6,66,2,18,54
7772,139,2023-12-10,"George, Lopez and Richardson Stadium",86,28,62,9,12,7
7773,9055,2024-08-21,Davidson Group Stadium,45,7,135,2,18,80
7774,6024,2020-10-14,Green-Henry Stadium,40,29,171,0,17,1
7775,6665,2024-09-17,Snyder Inc Stadium,66,14,137,13,28,80
7776,3961,2021-03-13,Marquez PLC Stadium,-3,11,21,9,18,3
7777,4450,2022-09-01,Murray PLC Stadium,11,17,78,2,7,6
7778,1738,2024-06-14,"Myers, Perez and Williams Stadium",94,15,88,3,14,43
7779,8947,2025-05-23,"Hart, Miller and Morales Stadium",53,7,57,15,7,65
7780,9755,2020-02-01,Osborn LLC Stadium,5,22,180,6,21,56
7781,277,2024-05-29,Gray LLC Stadium,-5,27,123,4,12,74
7782,6853,2024-11-08,Hill-Dominguez Stadium,125,22,80,14,12,39
7783,5970,2024-02-18,Paul-Kelley Stadium,-1,30,101,4,21,45
7784,6947,2023-09-07,"Nichols, Lindsey and Smith Stadium",140,30,120,12,3,70
7785,9112,2024-04-17,"Mann, Lam and Rowe Stadium",58,30,147,2,7,23
7786,4280,2021-01-29,"Martin, Martinez and Nelson Stadium",87,8,39,0,6,29
7787,6609,2022-06-28,"Scott, Young and Grant Stadium",1,25,36,5,0,8
7788,1644,2025-07-28,Quinn-Baldwin Stadium,56,24,56,5,12,52
7789,8408,2025-09-13,Nguyen-French Stadium,72,9,8,15,7,34
7790,6521,2025-03-22,Harper PLC Stadium,86,5,111,5,3,58
7791,6946,2025-08-16,"Montoya, Ray and Miller Stadium",134,21,157,0,21,18
7792,3957,2022-11-23,"Lewis, Adams and Hill Stadium",58,6,119,0,6,56
7793,3934,2026-02-20,Perez PLC Stadium,74,7,25,0,24,28
7794,5025,2025-12-22,Turner Inc Stadium,0,11,197,11,24,53
7795,9184,2022-10-07,Berry Group Stadium,60,28,128,8,24,31
7796,7557,2021-02-04,"Mason, Chapman and Weaver Stadium",52,29,54,5,14,74
7797,2916,2020-08-22,"Jones, Guzman and Cunningham Stadium",25,4,179,9,0,52
7798,3005,2023-11-15,Perez Inc Stadium,65,26,65,12,0,18
7799,1643,2021-01-24,Wheeler-Wade Stadium,35,23,88,9,6,11
7800,5184,2025-07-14,Miller-Armstrong Stadium,142,2,43,10,24,1
7801,2777,2023-06-17,Miller LLC Stadium,59,2,7,2,6,59
7802,2535,2025-03-01,Zavala Group Stadium,77,27,66,14,12,8
7803,6220,2025-08-20,Gates-Stafford Stadium,51,29,47,0,24,61
7804,8939,2023-06-01,Johnson-Cooper Stadium,42,18,14,15,7,60
7805,5560,2023-03-07,"Knight, King and Henry Stadium",1,4,99,0,6,23
7806,6589,2023-03-21,"Salas, Sutton and Wilson Stadium",9,24,43,1,0,46
7807,8413,2021-12-08,Hunt-Patel Stadium,139,24,168,1,28,17
7808,5715,2025-07-06,Ford PLC Stadium,78,24,48,5,24,43
7809,7188,2020-09-25,Bell and Sons Stadium,147,6,199,9,28,23
7810,133,2023-03-30,Jimenez-Whitehead Stadium,74,5,152,1,14,9
7811,3361,2022-11-27,Valentine-Jackson Stadium,149,18,14,11,17,16
7812,7527,2022-06-06,Robbins LLC Stadium,32,3,55,11,24,22
7813,2254,2021-11-04,"Lin, Fischer and Curry Stadium",-5,30,184,7,6,79
7814,1263,2026-04-08,Ramirez-Evans Stadium,-4,29,159,6,24,71
7815,6812,2026-04-14,Jones-Davis Stadium,14,29,68,7,18,56
7816,5486,2020-05-28,Day-Hughes Stadium,25,7,193,9,18,52
7817,9329,2021-08-26,Frazier-Mack Stadium,-1,19,56,3,6,43
7818,1239,2023-06-26,"Herrera, Donovan and Mcdonald Stadium",23,9,13,0,7,61
7819,305,2021-04-22,"Cole, Fox and Ho Stadium",51,12,116,2,0,4
7820,9280,2021-02-06,Brewer Ltd Stadium,10,10,84,6,12,17
7821,1289,2024-06-27,Mack Group Stadium,50,10,164,4,3,1
7822,6150,2020-01-06,"Wells, Burns and Schmidt Stadium",52,7,61,1,28,54
7823,5673,2024-08-07,"Sanford, Mccormick and Ayers Stadium",125,26,196,5,28,54
7824,880,2020-09-22,Wright Inc Stadium,119,30,96,3,3,34
7825,7777,2022-10-08,"Potts, Lynch and Huff Stadium",66,12,183,2,18,78
7826,4505,2020-04-28,"Mullen, Jennings and Brown Stadium",89,6,39,0,18,24
7827,9783,2021-12-31,Bates-Lewis Stadium,48,17,178,14,0,76
7828,7728,2021-01-31,Khan LLC Stadium,122,22,106,2,28,80
7829,7371,2022-01-03,Owen PLC Stadium,129,14,165,8,17,68
7830,8709,2022-01-24,Meyer Group Stadium,97,21,142,12,7,5
7831,2603,2026-01-18,Martinez-Acosta Stadium,27,9,129,14,24,39
7832,2347,2025-08-17,Williams LLC Stadium,48,29,24,4,3,32
7833,7625,2021-04-01,Bartlett PLC Stadium,107,23,69,1,24,67
7834,160,2020-11-09,Anderson Inc Stadium,19,2,134,11,0,11
7835,2695,2021-11-10,Schroeder-Frank Stadium,40,27,178,1,28,59
7836,971,2020-02-08,"Armstrong, Pierce and Herring Stadium",86,25,116,14,12,13
7837,4741,2024-04-27,Reed Group Stadium,116,14,175,4,21,8
7838,430,2022-09-11,"Molina, Bryant and Foster Stadium",30,3,98,5,21,46
7839,9756,2022-01-31,Hamilton Group Stadium,58,30,170,4,0,75
7840,6297,2023-03-04,Peterson-Hodges Stadium,88,2,188,14,6,13
7841,9036,2024-10-09,Campbell-Hays Stadium,87,5,55,9,7,13
7842,6774,2026-02-02,"Martinez, Benton and Padilla Stadium",60,16,199,12,21,40
7843,2245,2023-01-02,Sullivan-Snyder Stadium,-3,25,73,12,12,5
7844,7150,2026-04-03,Berger-Spencer Stadium,107,5,101,3,0,16
7845,3961,2020-11-18,Griffin Ltd Stadium,13,0,63,1,0,31
7846,4393,2023-08-29,Herring-Campbell Stadium,143,20,148,15,6,80
7847,7862,2021-02-08,Powell Inc Stadium,6,20,73,15,7,15
7848,3389,2024-11-28,Webster Inc Stadium,81,10,10,3,18,71
7849,235,2022-10-20,Baker-Martin Stadium,58,12,47,13,21,25
7850,4749,2024-07-25,"Richardson, Patrick and Armstrong Stadium",39,2,56,13,7,14
7851,1635,2021-01-09,Sutton Ltd Stadium,97,0,173,7,0,57
7852,7652,2020-03-08,Anderson LLC Stadium,23,27,23,8,21,56
7853,2991,2020-01-23,Parks Group Stadium,14,4,35,2,3,57
7854,5579,2023-08-22,Bartlett LLC Stadium,72,17,104,2,17,17
7855,7673,2026-04-07,Phillips-Oconnor Stadium,145,18,151,15,6,11
7856,233,2023-12-07,"King, Marks and Petersen Stadium",2,16,167,3,28,3
7857,9487,2023-10-23,Weber-Branch Stadium,105,25,187,0,28,68
7858,5527,2025-01-07,Huffman Ltd Stadium,102,12,189,1,21,34
7859,9176,2025-12-12,Barr Inc Stadium,66,14,155,1,0,2
7860,5087,2024-10-13,White-Shaw Stadium,82,22,134,7,12,30
7861,7878,2021-05-11,"Stephens, Rios and Smith Stadium",71,23,183,13,7,52
7862,7503,2026-04-17,Day-Patel Stadium,127,23,151,3,12,42
7863,8882,2021-11-12,Carter Inc Stadium,101,5,36,9,0,73
7864,4008,2025-06-28,Armstrong-Vasquez Stadium,109,1,137,12,6,16
7865,4040,2024-12-01,Mclaughlin Inc Stadium,115,12,46,7,3,78
7866,1493,2022-03-28,Yang Inc Stadium,123,10,139,1,14,36
7867,4108,2026-02-17,Mcgee and Sons Stadium,127,24,194,7,21,64
7868,9723,2025-09-13,Acosta PLC Stadium,103,3,69,9,12,54
7869,6077,2024-12-27,"Johnson, Roberts and Kemp Stadium",69,1,90,4,12,59
7870,3453,2025-04-13,Burke LLC Stadium,92,17,176,15,24,37
7871,9897,2025-03-23,Davis-White Stadium,125,9,162,12,24,33
7872,1509,2021-10-23,Chandler Ltd Stadium,50,15,104,11,17,51
7873,9537,2023-10-22,Lopez Group Stadium,104,7,173,11,0,75
7874,8992,2022-01-20,Young PLC Stadium,9,24,3,5,17,18
7875,9162,2024-06-05,Robinson-Williams Stadium,40,10,83,11,0,51
7876,1692,2020-05-12,Joseph-Hunter Stadium,3,11,161,14,12,10
7877,6931,2021-11-17,Miller-Smith Stadium,112,3,139,3,17,20
7878,428,2025-05-18,Herrera-Stewart Stadium,62,13,150,9,14,38
7879,89,2020-09-21,"Petty, Davis and Lane Stadium",141,29,116,3,28,36
7880,8217,2024-09-01,Bailey Group Stadium,132,24,143,9,21,4
7881,2941,2024-04-25,"Harper, Smith and Gomez Stadium",82,22,194,10,28,21
7882,3925,2021-04-24,Thompson-Bell Stadium,-3,25,174,5,6,13
7883,4036,2021-07-25,"Jones, Davis and Schultz Stadium",-4,0,111,15,0,34
7884,2765,2022-10-05,Barber Ltd Stadium,110,16,19,7,21,64
7885,5143,2021-11-20,"Phillips, Brown and Graham Stadium",96,26,131,14,18,31
7886,8219,2026-02-06,"Murphy, Lopez and Hernandez Stadium",118,5,70,9,14,14
7887,7964,2023-07-11,Diaz PLC Stadium,94,24,7,0,3,59
7888,4114,2020-07-02,Walker-Nielsen Stadium,120,17,33,9,18,51
7889,4739,2024-10-13,Holloway Ltd Stadium,67,17,196,15,0,56
7890,4268,2020-02-16,Castillo Ltd Stadium,58,6,191,15,3,73
7891,8603,2025-10-02,"Robinson, Ruiz and Washington Stadium",55,4,61,0,18,33
7892,5119,2021-08-09,"Miller, Patterson and Nash Stadium",80,0,148,15,17,31
7893,3787,2021-01-12,Williams and Sons Stadium,6,18,57,6,18,41
7894,6869,2023-04-22,"Fuentes, Gutierrez and Montgomery Stadium",120,4,181,6,0,17
7895,7614,2021-12-12,Wright-Ramirez Stadium,109,16,94,10,7,62
7896,7460,2023-01-25,"Miller, Williams and Gibson Stadium",87,24,143,13,0,69
7897,5313,2021-02-07,Smith and Sons Stadium,44,30,75,13,21,43
7898,3290,2022-12-29,"Foster, Ross and Stanley Stadium",79,8,155,7,0,32
7899,7167,2024-01-03,Martinez-Robinson Stadium,50,7,2,12,24,19
7900,8470,2020-06-02,"Rocha, Shaw and Wolf Stadium",130,6,77,13,17,52
7901,6685,2024-03-25,"White, Ramos and Garcia Stadium",140,16,143,6,24,43
7902,7560,2023-12-28,Meza-Castillo Stadium,144,29,16,6,28,45
7903,9010,2023-03-07,"Franklin, Hanson and Gilbert Stadium",-1,13,97,0,7,61
7904,7590,2022-04-10,Burns Group Stadium,-1,19,81,13,24,19
7905,7450,2026-04-18,Jones and Sons Stadium,138,5,47,14,21,22
7906,3985,2023-08-26,"Owen, Roberts and Wallace Stadium",46,23,49,0,28,5
7907,2587,2021-07-10,Brock LLC Stadium,99,28,100,13,28,27
7908,9739,2022-02-15,Vasquez-Nichols Stadium,43,15,58,10,14,76
7909,3368,2022-02-13,Hull Group Stadium,76,18,118,7,3,49
7910,1709,2024-10-08,"Dunn, Huff and Pace Stadium",69,30,138,6,12,50
7911,1549,2020-04-26,"Reynolds, Pacheco and Li Stadium",3,18,45,13,28,58
7912,2519,2020-02-17,Ramirez-Lynch Stadium,42,19,82,15,18,19
7913,4843,2022-04-04,Ritter-Jones Stadium,103,1,138,12,3,37
7914,8938,2025-05-01,Jackson Inc Stadium,101,24,137,11,21,76
7915,8595,2021-11-14,Bowman-Holmes Stadium,31,0,137,8,21,72
7916,5808,2023-07-07,Gomez Group Stadium,85,14,95,1,21,67
7917,4515,2020-10-13,Russell-Higgins Stadium,71,21,15,1,7,74
7918,9240,2024-12-31,Frederick Inc Stadium,62,25,194,4,12,69
7919,795,2025-03-27,Garcia LLC Stadium,129,16,136,0,14,12
7920,4595,2021-10-09,Murphy-Gutierrez Stadium,36,11,62,0,6,41
7921,9142,2020-08-23,Noble Inc Stadium,14,29,53,3,3,59
7922,4060,2021-01-15,"Kelley, Nelson and Friedman Stadium",141,21,80,1,6,12
7923,5913,2020-06-18,"Mcmahon, Nelson and Cross Stadium",124,21,116,10,3,75
7924,666,2025-10-28,Perry-Hampton Stadium,79,16,165,5,18,58
7925,3593,2021-04-02,Sims-Smith Stadium,148,22,143,0,3,64
7926,2032,2021-01-05,Marquez and Sons Stadium,6,28,91,4,12,77
7927,7953,2020-07-04,Smith and Sons Stadium,85,26,195,9,0,70
7928,7787,2023-02-18,"Meyer, Morales and Griffin Stadium",115,12,74,7,6,59
7929,4599,2026-01-24,"Little, Davidson and Brooks Stadium",24,12,103,4,0,36
7930,230,2021-11-26,Murphy Group Stadium,59,10,70,13,3,73
7931,2172,2022-12-12,Chavez Ltd Stadium,97,1,160,6,14,27
7932,6993,2025-11-13,Cunningham-Roman Stadium,12,0,188,3,12,43
7933,9822,2021-11-19,Dennis LLC Stadium,144,21,177,14,14,48
7934,2954,2020-04-18,"Stanley, Rowland and Costa Stadium",137,21,0,8,3,52
7935,4101,2021-07-09,Sanchez-Matthews Stadium,56,23,190,9,17,49
7936,6728,2024-12-26,"Diaz, Brown and Smith Stadium",140,4,26,10,17,4
7937,2199,2025-09-16,Roberts and Sons Stadium,112,20,147,12,0,59
7938,2585,2024-12-01,Strong PLC Stadium,23,22,189,6,24,44
7939,9811,2020-09-04,Page Ltd Stadium,142,0,33,13,6,73
7940,1279,2022-07-23,Trujillo-Hood Stadium,86,25,171,6,3,44
7941,3780,2023-08-15,Harris Ltd Stadium,2,22,27,4,21,15
7942,1030,2022-12-29,"Pennington, Bates and Watkins Stadium",40,1,32,5,17,29
7943,4608,2021-01-20,Martinez-Moore Stadium,-1,8,9,0,12,59
7944,8963,2024-05-19,"Andersen, Wheeler and Harrison Stadium",-1,25,161,14,7,77
7945,5176,2020-07-09,Booth-Garcia Stadium,22,24,38,6,7,68
7946,8472,2024-12-09,Kirby-Jenkins Stadium,104,25,94,14,0,17
7947,8519,2024-01-17,"Miller, Vincent and Stewart Stadium",79,30,123,12,0,43
7948,2973,2021-05-16,"Harmon, Duke and Johnson Stadium",89,22,88,3,14,51
7949,7055,2025-04-10,Anderson PLC Stadium,88,4,163,15,14,35
7950,8095,2024-01-06,"Thomas, Coleman and Cook Stadium",103,27,15,14,14,63
7951,2946,2020-05-27,"Payne, Smith and Perez Stadium",69,2,32,4,6,6
7952,5472,2021-08-01,Campbell-Williams Stadium,86,3,168,7,14,54
7953,8756,2020-07-02,Gutierrez LLC Stadium,128,10,72,10,0,44
7954,2127,2020-02-19,Rodriguez-Mack Stadium,80,11,138,1,24,24
7955,9346,2023-05-14,"Harmon, Noble and Wilson Stadium",142,22,122,1,14,53
7956,4312,2022-11-19,"Hendrix, Williams and Campbell Stadium",20,20,5,15,24,46
7957,7966,2025-05-29,Nichols Group Stadium,134,28,35,11,18,46
7958,5028,2021-12-03,"Ramos, Fernandez and Young Stadium",103,29,178,8,28,14
7959,9435,2021-12-02,Rosales-Black Stadium,47,23,25,8,3,59
7960,5751,2020-03-12,Scott-Weiss Stadium,51,2,49,0,3,20
7961,9734,2023-11-25,Rodriguez-Bennett Stadium,148,5,23,12,6,52
7962,6493,2021-04-11,Lewis Ltd Stadium,127,12,96,8,3,60
7963,1432,2025-02-21,"Ward, Lewis and Turner Stadium",52,13,174,8,7,25
7964,9780,2023-08-25,"Hebert, Simon and Jones Stadium",11,22,113,9,18,38
7965,9134,2022-01-19,"Blair, Travis and Williams Stadium",81,10,154,2,17,79
7966,114,2021-02-09,Stokes LLC Stadium,126,15,19,1,17,62
7967,2918,2025-06-19,Reynolds-Espinoza Stadium,52,15,46,3,6,70
7968,9056,2023-07-16,White-Collins Stadium,98,8,196,3,7,39
7969,138,2021-07-20,Freeman PLC Stadium,35,6,54,7,18,3
7970,2788,2021-12-19,Wright-Parker Stadium,0,30,161,4,7,42
7971,722,2023-03-17,"Smith, Hopkins and Holt Stadium",1,14,1,10,3,28
7972,5894,2024-03-15,Moore-Davis Stadium,117,10,141,9,18,21
7973,5118,2021-07-20,Hill PLC Stadium,104,25,21,14,12,16
7974,6923,2023-08-25,Clark-Hendricks Stadium,137,20,90,0,18,1
7975,9090,2022-05-27,Richards-Moore Stadium,67,4,33,5,28,20
7976,3531,2023-04-17,Lam PLC Stadium,121,4,143,7,18,68
7977,6973,2023-03-04,Hughes Inc Stadium,19,22,153,8,24,75
7978,9935,2025-10-18,"Richardson, Romero and White Stadium",133,22,139,0,14,46
7979,5530,2022-07-30,"Williams, Thomas and Arellano Stadium",129,21,164,10,21,47
7980,4822,2023-08-03,"Gill, Smith and Miller Stadium",35,16,24,8,18,47
7981,82,2026-03-22,Young LLC Stadium,65,28,39,9,21,72
7982,7561,2023-08-22,Nunez LLC Stadium,104,12,181,13,3,12
7983,6978,2021-10-22,Jones-Riley Stadium,137,28,91,14,3,35
7984,5559,2021-04-10,Thompson-Russell Stadium,1,20,147,6,17,1
7985,8836,2021-09-08,Alvarez PLC Stadium,23,3,113,6,17,24
7986,3372,2023-01-08,Sherman-Martin Stadium,8,18,16,6,24,45
7987,4331,2024-06-21,Chapman and Sons Stadium,149,6,196,1,18,1
7988,8499,2021-12-24,Manning-Young Stadium,33,30,54,13,28,6
7989,1512,2024-10-16,"Boyd, Moran and Jackson Stadium",76,4,143,6,21,61
7990,8971,2022-05-07,"Williams, Bradley and Anderson Stadium",-4,3,70,4,18,59
7991,7197,2021-09-10,Mack-Barnes Stadium,137,28,140,11,6,17
7992,6055,2025-12-13,"Clark, Rowe and Christensen Stadium",150,24,102,3,0,67
7993,6768,2020-08-29,Willis-Terry Stadium,140,0,95,2,21,39
7994,6787,2021-01-20,"Hurst, Spencer and Weaver Stadium",147,21,87,14,17,5
7995,435,2024-11-10,"Anderson, Gates and Baker Stadium",115,26,89,12,6,14
7996,1042,2025-12-03,Ward-Olson Stadium,73,3,148,10,7,13
7997,685,2022-08-19,Berry-Gardner Stadium,133,13,163,10,6,57
7998,193,2021-06-21,Johns-Gonzalez Stadium,10,16,144,11,18,54
7999,2879,2022-05-13,Martin and Sons Stadium,91,26,27,1,6,44
8000,6030,2023-09-01,Garcia-Lowe Stadium,33,4,158,10,12,50
8001,138,2020-07-14,Thomas PLC Stadium,76,17,157,12,17,7
8002,9230,2020-07-24,Hoover-Baker Stadium,127,12,183,7,17,76
8003,1110,2022-03-19,Martin PLC Stadium,76,19,161,3,24,41
8004,1179,2025-02-11,Campbell Inc Stadium,48,13,69,6,18,57
8005,5796,2020-04-18,Adams Inc Stadium,148,13,131,13,6,62
8006,2652,2022-02-04,Lynch-Mcgee Stadium,112,1,147,13,7,57
8007,670,2022-06-16,"Garrison, Mata and Taylor Stadium",18,21,112,3,6,71
8008,1363,2023-10-05,Gibbs-Baldwin Stadium,146,0,78,4,28,42
8009,1286,2023-08-30,Taylor LLC Stadium,148,14,72,14,6,80
8010,8089,2020-11-09,"Brewer, Warren and Elliott Stadium",75,7,23,2,24,20
8011,2540,2023-09-11,"Randolph, Mckinney and Macdonald Stadium",51,23,187,6,6,31
8012,2264,2022-11-07,Ramirez Group Stadium,94,14,191,3,3,35
8013,1805,2025-12-21,Poole Inc Stadium,64,3,42,4,21,76
8014,7169,2024-04-23,Ward Inc Stadium,79,3,140,14,21,18
8015,7742,2023-11-06,Williams-Flores Stadium,83,3,58,14,14,18
